,Order Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_Range
238,20-02-20,Standard Class,KM-16375,Home Office,United States,Gilbert,Arizona,West,Office Supplies,Envelopes,10.64,5,0.2,3.857,Low_Profit
239,20-02-20,Standard Class,KM-16375,Home Office,United States,Gilbert,Arizona,West,Furniture,Furnishings,68.704,2,0.2,16.3172,Low_Profit
241,21-02-20,Standard Class,DK-13090,Consumer,United States,Carrollton,Texas,Central,Technology,Accessories,47.904,1,0.2,2.994,Low_Profit
242,23-02-20,Standard Class,CK-12595,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,37.44,6,0.0,16.848,Low_Profit
243,23-02-20,Standard Class,AC-10615,Corporate,United States,Seattle,Washington,West,Office Supplies,Fasteners,8.4,5,0.0,0.336,Low_Profit
244,23-02-20,Standard Class,AC-10615,Corporate,United States,Seattle,Washington,West,Technology,Phones,71.96,5,0.2,25.186,Low_Profit
245,24-02-20,Standard Class,CB-12415,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.956,4,0.7,3.7996,Low_Profit
246,24-02-20,Standard Class,ES-14080,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,123.92,5,0.2,38.725,Medium_profit
248,25-02-20,Standard Class,MH-18025,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,1.788,3,0.8,3.0396,Low_Profit
249,25-02-20,Standard Class,SW-20245,Consumer,United States,Greenville,North Carolina,South,Furniture,Chairs,196.784,2,0.2,22.1382,Low_Profit
250,25-02-20,Standard Class,SW-20245,Consumer,United States,Greenville,North Carolina,South,Furniture,Bookcases,231.92,5,0.2,5.798,Low_Profit
251,26-02-20,Second Class,BT-11530,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,81.92,4,0.0,22.1184,Low_Profit
254,26-02-20,Second Class,BT-11530,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,223.92,4,0.0,109.7208,Medium_profit
255,26-02-20,Second Class,BT-11530,Home Office,United States,Los Angeles,California,West,Office Supplies,Paper,23.12,4,0.0,11.3288,Low_Profit
257,26-02-20,Standard Class,DB-13060,Consumer,United States,Costa Mesa,California,West,Furniture,Furnishings,91.96,2,0.0,15.6332,Low_Profit
258,26-02-20,Standard Class,DB-13060,Consumer,United States,Costa Mesa,California,West,Technology,Phones,258.576,2,0.2,19.3932,Low_Profit
259,26-02-20,Standard Class,DB-13060,Consumer,United States,Costa Mesa,California,West,Office Supplies,Paper,29.6,4,0.0,13.32,Low_Profit
260,28-02-20,Standard Class,DB-13660,Consumer,United States,Middletown,Connecticut,East,Office Supplies,Binders,9.84,2,0.0,4.7232,Low_Profit
261,28-02-20,Standard Class,DB-13660,Consumer,United States,Middletown,Connecticut,East,Office Supplies,Paper,7.78,1,0.0,3.501,Low_Profit
262,02-03-20,Standard Class,SC-20770,Corporate,United States,Dallas,Texas,Central,Office Supplies,Supplies,6.976,4,0.2,1.3952,Low_Profit
263,02-03-20,Standard Class,SC-20770,Corporate,United States,Dallas,Texas,Central,Office Supplies,Binders,12.222,7,0.8,20.1663,Low_Profit
264,02-03-20,Standard Class,MY-17380,Corporate,United States,Los Angeles,California,West,Technology,Phones,196.776,3,0.2,14.7582,Low_Profit
266,02-03-20,Standard Class,DB-13555,Corporate,United States,Newark,Delaware,East,Office Supplies,Art,59.52,3,0.0,15.4752,Low_Profit
267,02-03-20,Standard Class,DB-13555,Corporate,United States,Newark,Delaware,East,Office Supplies,Envelopes,57.96,7,0.0,27.2412,Low_Profit
269,02-03-20,Standard Class,DB-13555,Corporate,United States,Newark,Delaware,East,Office Supplies,Paper,68.04,6,0.0,33.3396,Medium_profit
270,02-03-20,Standard Class,JA-15970,Consumer,United States,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,18.528,4,0.7,12.352,Low_Profit
271,02-03-20,Standard Class,KD-16615,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,107.648,2,0.2,33.64,Medium_profit
272,02-03-20,Same Day,RS-19765,Corporate,United States,Waco,Texas,Central,Office Supplies,Binders,0.556,1,0.8,0.9452,Low_Profit
273,03-03-20,Standard Class,LP-17095,Consumer,United States,Murray,Kentucky,South,Office Supplies,Appliances,72.8,5,0.0,19.656,Low_Profit
274,03-03-20,Standard Class,RE-19450,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,26.88,8,0.2,9.744,Low_Profit
275,03-03-20,Standard Class,EP-13915,Consumer,United States,Dearborn Heights,Michigan,Central,Furniture,Chairs,180.98,1,0.0,47.0548,Medium_profit
276,03-03-20,Standard Class,EP-13915,Consumer,United States,Dearborn Heights,Michigan,Central,Technology,Accessories,99.98,2,0.0,42.9914,Medium_profit
278,03-03-20,Standard Class,EJ-13720,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,170.352,3,0.2,17.0352,Low_Profit
280,04-03-20,Standard Class,SP-20860,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,9.32,4,0.0,2.7028,Low_Profit
281,04-03-20,Standard Class,SP-20860,Corporate,United States,Los Angeles,California,West,Office Supplies,Envelopes,15.25,1,0.0,7.015,Low_Profit
282,04-03-20,Standard Class,DP-13000,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,89.568,2,0.2,32.4684,Medium_profit
283,04-03-20,Second Class,TT-21460,Home Office,United States,Houston,Texas,Central,Furniture,Furnishings,103.5,5,0.6,77.625,Medium_profit
284,04-03-20,Second Class,TT-21460,Home Office,United States,Houston,Texas,Central,Office Supplies,Labels,2.464,1,0.2,0.8624,Low_Profit
285,04-03-20,Second Class,TT-21460,Home Office,United States,Houston,Texas,Central,Office Supplies,Storage,8.72,1,0.2,0.654,Low_Profit
286,05-03-20,Same Day,PK-19075,Consumer,United States,Milwaukee,Wisconsin,Central,Office Supplies,Labels,25.06,2,0.0,11.7782,Low_Profit
287,05-03-20,Same Day,JD-16060,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Fasteners,7.9,2,0.0,2.528,Low_Profit
288,05-03-20,Same Day,JD-16060,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Storage,221.16,4,0.0,57.5016,Medium_profit
289,05-03-20,Same Day,JD-16060,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Binders,127.96,2,0.0,62.7004,Medium_profit
290,05-03-20,Same Day,JD-16060,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Binders,18.69,3,0.0,9.1581,Low_Profit
291,05-03-20,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,Office Supplies,Envelopes,42.68,4,0.0,19.6328,Low_Profit
292,05-03-20,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,Technology,Accessories,299.97,3,0.0,125.9874,Medium_profit
293,05-03-20,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,Office Supplies,Appliances,262.24,2,0.0,78.672,Medium_profit
294,05-03-20,Same Day,CB-12535,Corporate,United States,Southaven,Mississippi,South,Office Supplies,Binders,234.36,6,0.0,112.4928,Medium_profit
295,06-03-20,Second Class,RM-19750,Consumer,United States,New York City,New York,East,Office Supplies,Paper,26.38,1,0.0,12.1348,Low_Profit
296,06-03-20,Second Class,RM-19750,Consumer,United States,New York City,New York,East,Furniture,Furnishings,71.97,3,0.0,16.5531,Low_Profit
297,06-03-20,Standard Class,BF-11170,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,14.976,9,0.2,5.4288,Low_Profit
298,06-03-20,Second Class,SH-19975,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,67.78,2,0.0,16.945,Low_Profit
299,06-03-20,Standard Class,FC-14245,Home Office,United States,San Francisco,California,West,Office Supplies,Art,23.88,6,0.0,8.1192,Low_Profit
300,06-03-20,Standard Class,FC-14245,Home Office,United States,San Francisco,California,West,Office Supplies,Labels,11.52,4,0.0,5.6448,Low_Profit
301,06-03-20,Standard Class,FC-14245,Home Office,United States,San Francisco,California,West,Office Supplies,Paper,286.93,7,0.0,140.5957,Medium_profit
302,06-03-20,Standard Class,FC-14245,Home Office,United States,San Francisco,California,West,Technology,Phones,206.384,2,0.2,23.2182,Low_Profit
303,06-03-20,Standard Class,DW-13540,Consumer,United States,Dallas,Texas,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,Low_Profit
304,06-03-20,Standard Class,DW-13540,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,63.488,4,0.2,4.7616,Low_Profit
305,07-03-20,Standard Class,MG-17890,Home Office,United States,Clinton,Maryland,East,Technology,Accessories,49.08,3,0.0,4.908,Low_Profit
306,07-03-20,Standard Class,SH-20395,Consumer,United States,New York City,New York,East,Office Supplies,Binders,25.92,6,0.2,9.072,Low_Profit
307,07-03-20,Standard Class,SH-20395,Consumer,United States,New York City,New York,East,Office Supplies,Labels,91.59,3,0.0,42.1314,Medium_profit
309,08-03-20,First Class,VB-21745,Corporate,United States,Columbus,Georgia,South,Office Supplies,Labels,20.7,2,0.0,9.936,Low_Profit
310,08-03-20,Standard Class,AH-10210,Consumer,United States,Anaheim,California,West,Office Supplies,Binders,171.2,5,0.2,64.2,Medium_profit
311,08-03-20,Standard Class,AH-10210,Consumer,United States,Anaheim,California,West,Office Supplies,Art,3.36,2,0.0,0.8736,Low_Profit
312,09-03-20,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,Technology,Accessories,199.98,2,0.0,69.993,Medium_profit
314,09-03-20,Standard Class,KB-16315,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,30.84,5,0.2,9.6375,Low_Profit
315,10-03-20,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,East,Office Supplies,Art,5.248,2,0.2,0.5904,Low_Profit
316,10-03-20,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,East,Technology,Phones,35.91,3,0.4,8.379,Low_Profit
317,10-03-20,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,East,Furniture,Furnishings,6.696,1,0.2,0.5022,Low_Profit
318,10-03-20,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,East,Furniture,Furnishings,43.872,2,0.2,11.5164,Low_Profit
319,10-03-20,Standard Class,EB-13870,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Phones,53.982,3,0.4,10.7964,Low_Profit
320,10-03-20,Standard Class,KS-16300,Corporate,United States,Raleigh,North Carolina,South,Office Supplies,Appliances,48.784,1,0.2,3.6588,Low_Profit
321,10-03-20,Standard Class,KS-16300,Corporate,United States,Raleigh,North Carolina,South,Office Supplies,Binders,13.092,4,0.7,10.0372,Low_Profit
322,10-03-20,Second Class,CM-11815,Corporate,United States,San Francisco,California,West,Technology,Accessories,111.96,4,0.0,21.2724,Low_Profit
326,11-03-20,Standard Class,MH-17290,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,12.294,1,0.7,8.6058,Low_Profit
327,11-03-20,Standard Class,MH-17290,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Tables,154.764,3,0.4,46.4292,Medium_profit
328,11-03-20,Standard Class,MH-17290,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,43.28,1,0.2,3.246,Low_Profit
329,11-03-20,Standard Class,PV-18985,Home Office,United States,Cambridge,Massachusetts,East,Technology,Accessories,63.88,4,0.0,24.9132,Low_Profit
330,11-03-20,Standard Class,PV-18985,Home Office,United States,Cambridge,Massachusetts,East,Furniture,Furnishings,26.72,1,0.0,11.7568,Low_Profit
331,12-03-20,Standard Class,KB-16585,Corporate,United States,Lowell,Massachusetts,East,Technology,Phones,69.93,7,0.0,32.1678,Medium_profit
332,12-03-20,Standard Class,BS-11380,Corporate,United States,San Francisco,California,West,Office Supplies,Storage,242.94,3,0.0,9.7176,Low_Profit
333,12-03-20,Standard Class,GA-14725,Consumer,United States,Rogers,Arkansas,South,Office Supplies,Binders,40.41,9,0.0,18.5886,Low_Profit
335,13-03-20,Second Class,BF-11215,Home Office,United States,Albuquerque,New Mexico,West,Office Supplies,Storage,90.8,8,0.0,25.424,Low_Profit
336,13-03-20,Second Class,BF-11215,Home Office,United States,Albuquerque,New Mexico,West,Technology,Phones,140.736,8,0.2,49.2576,Medium_profit
337,13-03-20,Second Class,BF-11215,Home Office,United States,Albuquerque,New Mexico,West,Technology,Accessories,214.95,5,0.0,88.1295,Medium_profit
338,13-03-20,Second Class,BF-11215,Home Office,United States,Albuquerque,New Mexico,West,Office Supplies,Paper,45.36,7,0.0,21.7728,Low_Profit
339,13-03-20,Second Class,BF-11215,Home Office,United States,Albuquerque,New Mexico,West,Office Supplies,Paper,288.24,6,0.0,138.3552,Medium_profit
341,13-03-20,Same Day,SU-20665,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,19.456,4,0.2,2.1888,Low_Profit
342,13-03-20,Same Day,SU-20665,Home Office,United States,Chicago,Illinois,Central,Technology,Machines,209.986,2,0.3,8.9994,Low_Profit
343,13-03-20,Same Day,SU-20665,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,29.76,5,0.2,1.86,Low_Profit
344,13-03-20,Same Day,SU-20665,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,89.768,1,0.3,2.5648,Low_Profit
346,13-03-20,Same Day,SU-20665,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,Low_Profit
347,13-03-20,Same Day,SU-20665,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,34.36,1,0.2,7.3015,Low_Profit
348,13-03-20,First Class,SC-20380,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Binders,30.88,2,0.0,15.44,Low_Profit
350,13-03-20,First Class,SC-20380,Consumer,United States,Fairfield,Connecticut,East,Office Supplies,Paper,27.12,4,0.0,12.4752,Low_Profit
351,13-03-20,Standard Class,JB-16000,Consumer,United States,Columbia,Maryland,East,Office Supplies,Binders,174.3,3,0.0,81.921,Medium_profit
352,13-03-20,Standard Class,MT-17815,Consumer,United States,New York City,New York,East,Technology,Phones,299.9,2,0.0,74.975,Medium_profit
353,13-03-20,First Class,FH-14275,Corporate,United States,Aurora,Illinois,Central,Technology,Phones,7.992,1,0.2,2.5974,Low_Profit
354,14-03-20,Second Class,BN-11470,Corporate,United States,Chicago,Illinois,Central,Technology,Phones,49.616,2,0.2,4.9616,Low_Profit
355,16-03-20,Second Class,VM-21685,Home Office,United States,Seattle,Washington,West,Office Supplies,Paper,6.48,1,0.0,3.1104,Low_Profit
356,16-03-20,Second Class,VM-21685,Home Office,United States,Seattle,Washington,West,Office Supplies,Storage,46.51,1,0.0,1.8604,Low_Profit
359,16-03-20,Same Day,SP-20920,Consumer,United States,Columbus,Ohio,East,Technology,Phones,44.376,2,0.4,7.396,Low_Profit
360,16-03-20,Same Day,SP-20920,Consumer,United States,Columbus,Ohio,East,Furniture,Furnishings,51.264,6,0.2,7.6896,Low_Profit
361,16-03-20,Same Day,SP-20920,Consumer,United States,Columbus,Ohio,East,Office Supplies,Binders,5.193,3,0.7,3.462,Low_Profit
362,16-03-20,Same Day,SP-20920,Consumer,United States,Columbus,Ohio,East,Technology,Accessories,159.984,2,0.2,43.9956,Medium_profit
363,16-03-20,Same Day,SP-20920,Consumer,United States,Columbus,Ohio,East,Office Supplies,Storage,54.224,2,0.2,3.389,Low_Profit
365,16-03-20,Standard Class,KD-16615,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,70.464,6,0.2,22.9008,Low_Profit
366,16-03-20,Standard Class,KD-16615,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,19.68,5,0.2,6.888,Low_Profit
367,16-03-20,Standard Class,KD-16615,Corporate,United States,Los Angeles,California,West,Office Supplies,Appliances,140.67,3,0.0,54.8613,Medium_profit
368,17-03-20,Second Class,CL-12565,Consumer,United States,Lancaster,California,West,Office Supplies,Binders,17.456,2,0.2,5.8914,Low_Profit
369,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Office Supplies,Labels,18.75,5,0.0,9.0,Low_Profit
370,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Technology,Phones,119.7,6,0.0,31.122,Medium_profit
371,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Office Supplies,Binders,9.144,3,0.2,3.0861,Low_Profit
372,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Technology,Accessories,57.06,3,0.0,18.2592,Low_Profit
373,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Technology,Accessories,71.6,8,0.0,13.604,Low_Profit
374,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Office Supplies,Storage,107.44,8,0.0,27.9344,Low_Profit
375,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Office Supplies,Labels,7.31,1,0.0,3.4357,Low_Profit
376,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Office Supplies,Art,59.1,6,0.0,22.458,Low_Profit
377,17-03-20,Second Class,DB-13405,Consumer,United States,New York City,New York,East,Office Supplies,Storage,46.53,3,0.0,12.0978,Low_Profit
378,17-03-20,Standard Class,PO-19180,Home Office,United States,Houston,Texas,Central,Office Supplies,Binders,13.776,6,0.8,22.0416,Low_Profit
379,17-03-20,Standard Class,PO-19180,Home Office,United States,Houston,Texas,Central,Office Supplies,Paper,10.272,3,0.2,3.21,Low_Profit
380,17-03-20,Standard Class,AS-10630,Home Office,United States,Knoxville,Tennessee,South,Office Supplies,Labels,4.608,2,0.2,1.6704,Low_Profit
381,18-03-20,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,Central,Office Supplies,Appliances,2.688,3,0.8,7.392,Low_Profit
382,18-03-20,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,Central,Technology,Accessories,27.816,3,0.2,4.5201,Low_Profit
383,18-03-20,Standard Class,CD-11980,Consumer,United States,Tyler,Texas,Central,Furniture,Furnishings,82.524,3,0.6,41.262,Medium_profit
385,18-03-20,Standard Class,EN-13780,Consumer,United States,Dallas,Texas,Central,Office Supplies,Art,23.832,3,0.2,6.5538,Low_Profit
386,18-03-20,Standard Class,SW-20275,Consumer,United States,Seattle,Washington,West,Office Supplies,Art,46.2,4,0.0,21.252,Low_Profit
388,18-03-20,Standard Class,BP-11050,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,13.9,5,0.0,3.753,Low_Profit
389,18-03-20,Standard Class,BP-11050,Corporate,United States,Los Angeles,California,West,Office Supplies,Envelopes,19.4,5,0.0,9.312,Low_Profit
390,18-03-20,Second Class,JK-15325,Corporate,United States,Los Angeles,California,West,Office Supplies,Appliances,90.86,7,0.0,26.3494,Low_Profit
391,19-03-20,Standard Class,CG-12040,Home Office,United States,New York City,New York,East,Office Supplies,Labels,28.91,7,0.0,13.2986,Low_Profit
392,19-03-20,First Class,ND-18370,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,19.824,6,0.2,6.6906,Low_Profit
